phase,sleepHours,sleepQuality,energy,mood,muscleSoreness,sleepDebt,acuteLoad,chronicLoad,recoveryScore
Late Luteal,7.7,4,3,2,2,0.3,192.6,239.0,58.0
Late Luteal,8.0,4,3,2,2,0.0,170.3,258.9,59.2
Follicular,9.1,4,4,4,1,0.0,115.8,21.8,77.0
Menstrual,6.5,2,2,3,3,1.5,325.4,370.8,31.6
Early Luteal,6.5,3,3,2,3,1.5,323.0,376.9,34.2
Late Luteal,8.3,3,3,2,1,0.0,115.6,170.6,63.5
Follicular,9.0,5,4,5,2,0.0,111.3,0.0,80.4
Follicular,8.1,4,4,3,1,0.0,22.8,0.0,75.4
Follicular,7.9,5,5,4,1,0.1,33.2,12.5,78.4
Late Luteal,5.7,2,1,1,3,2.3,349.0,281.3,23.5
Menstrual,5.3,3,3,3,2,2.7,270.2,257.1,35.6
Follicular,7.6,5,4,3,3,0.4,414.1,364.7,60.2
Ovulation,7.7,4,4,4,4,0.3,660.4,654.5,40.2
Ovulation,7.6,5,4,3,2,0.4,232.5,114.6,71.5
Late Luteal,6.7,3,3,1,2,1.3,110.0,197.2,46.1
Menstrual,7.2,4,4,3,2,0.8,117.7,108.5,54.1
Follicular,8.5,4,5,5,1,0.0,87.6,0.0,79.2
Menstrual,9.2,4,4,2,2,0.0,321.9,223.6,66.4
Follicular,7.1,5,4,3,3,0.9,183.3,205.5,59.2
Ovulation,5.6,3,4,3,4,2.4,616.7,543.4,21.8
Early Luteal,7.1,3,3,3,3,0.9,395.2,314.9,43.8
Menstrual,6.1,3,3,3,2,1.9,94.1,133.8,42.2
Menstrual,6.3,3,2,3,4,1.7,483.6,506.2,25.0
Menstrual,6.2,3,3,3,2,1.8,329.3,404.7,40.0
Ovulation,8.7,4,4,4,2,0.0,242.2,200.7,69.5
Early Luteal,6.0,3,3,4,1,2.0,17.5,5.3,43.8
Late Luteal,6.5,3,3,2,1,1.5,14.1,0.0,49.9
Late Luteal,5.4,3,3,2,2,2.6,151.5,251.5,35.7
Menstrual,6.3,3,2,2,4,1.7,552.6,526.6,18.4
Late Luteal,4.7,2,2,3,2,3.3,6.6,56.8,22.1
Late Luteal,7.4,4,3,2,1,0.6,75.1,44.9,60.9
Follicular,8.0,4,5,4,1,0.0,102.8,27.4,74.6
Menstrual,5.9,3,2,1,1,2.1,153.3,228.5,37.7
Early Luteal,6.9,4,3,3,2,1.1,101.7,161.8,64.5
Early Luteal,6.8,3,4,4,1,1.2,92.3,111.6,53.6
Menstrual,6.5,3,3,2,1,1.5,34.0,57.1,49.0
Follicular,4.6,1,1,1,4,3.4,507.2,519.6,3.2
Follicular,8.5,5,5,3,2,0.0,282.9,258.0,74.2
Early Luteal,7.2,3,3,3,4,0.8,664.7,700.0,38.0
Late Luteal,7.8,5,4,4,1,0.2,37.8,61.0,80.2
Follicular,8.9,4,4,3,2,0.0,199.6,299.6,71.6
Menstrual,8.4,3,2,3,2,0.0,26.1,0.0,58.5
Menstrual,6.6,2,2,2,1,1.4,33.4,126.0,41.3
Early Luteal,5.7,3,2,2,2,2.3,322.0,317.6,34.4
Late Luteal,7.2,4,4,3,1,0.8,159.6,79.5,60.2
Follicular,8.2,4,3,3,3,0.0,388.3,273.0,56.4
Late Luteal,5.8,2,2,2,3,2.2,351.8,290.9,17.5
Early Luteal,7.3,4,4,4,3,0.7,200.0,136.0,57.2
Early Luteal,8.5,3,3,3,2,0.0,268.9,218.2,58.8
Follicular,6.5,3,4,3,1,1.5,100.3,120.9,54.8
Menstrual,7.3,4,3,3,3,0.7,340.1,369.8,42.4
Early Luteal,7.5,4,4,4,1,0.5,165.1,265.1,66.6
Early Luteal,7.0,3,2,2,2,1.0,122.3,37.2,47.3
Ovulation,8.3,4,4,4,3,0.0,527.7,538.5,55.1
Follicular,5.9,3,4,3,3,2.1,535.4,524.5,25.1
Early Luteal,6.8,2,3,3,2,1.2,139.2,239.2,45.8
Late Luteal,7.4,4,2,4,5,0.6,800.0,897.9,30.3
Late Luteal,6.0,3,3,2,1,2.0,2.0,68.4,50.1
Early Luteal,7.6,3,4,5,1,0.4,48.6,0.0,63.8
Ovulation,6.7,3,4,3,1,1.3,34.6,0.0,57.0
Early Luteal,5.3,2,2,3,2,2.7,271.4,339.4,26.0
Late Luteal,7.2,4,3,4,4,0.8,512.8,583.9,37.7
Menstrual,8.0,4,2,2,4,0.0,485.2,483.1,37.3
Follicular,9.5,5,4,4,2,0.0,140.3,192.3,81.6
Late Luteal,8.4,4,2,3,5,0.0,800.0,684.3,33.8
Ovulation,6.6,4,4,4,1,1.4,78.2,158.5,66.4
Ovulation,6.2,2,2,3,5,1.8,800.0,759.4,11.0
Follicular,7.2,5,5,5,1,0.8,86.9,0.0,74.4
Early Luteal,6.6,2,2,2,5,1.4,707.2,678.3,8.6
Follicular,6.8,3,3,4,2,1.2,317.0,307.8,50.7
Late Luteal,8.1,3,3,3,1,0.0,145.9,245.9,60.0
Follicular,7.2,4,4,4,2,0.8,176.0,86.7,58.2
Menstrual,7.5,4,3,2,4,0.5,700.5,763.6,31.2
Ovulation,8.1,3,4,3,1,0.0,75.7,143.1,71.0
Follicular,7.3,4,4,4,2,0.7,213.9,224.2,59.1
Menstrual,5.2,4,3,2,3,2.8,225.4,276.7,29.4
Early Luteal,6.7,3,2,3,1,1.3,81.6,135.8,53.7
Menstrual,7.0,2,4,2,1,1.0,34.5,0.0,47.9
Follicular,8.7,5,4,4,2,0.0,210.2,310.2,74.0
Late Luteal,5.1,3,2,2,2,2.9,227.5,288.5,30.7
Early Luteal,6.4,3,3,3,2,1.6,129.0,0.0,41.3
Menstrual,7.0,3,3,3,2,1.0,285.7,322.7,45.2
Follicular,5.4,3,4,4,2,2.6,118.9,30.5,40.9
Menstrual,8.4,4,4,4,1,0.0,72.2,0.0,71.6
Late Luteal,6.8,3,3,3,2,1.2,196.5,192.5,45.1
Ovulation,7.8,3,4,5,3,0.2,449.5,447.6,53.0
Early Luteal,6.8,3,3,4,1,1.2,62.8,162.8,58.0
Ovulation,7.1,4,4,3,2,0.9,119.3,105.0,61.9
Menstrual,7.7,3,2,3,4,0.3,626.2,540.0,27.0
Ovulation,8.5,4,3,4,2,0.0,169.0,269.0,68.5
Follicular,6.7,3,3,3,3,1.3,433.3,434.9,40.6
Menstrual,7.5,4,4,4,1,0.5,72.6,0.0,66.0
Follicular,7.6,5,4,4,2,0.4,128.0,136.9,64.3
Late Luteal,6.6,2,2,2,2,1.4,245.3,222.8,32.8
Follicular,5.5,3,4,4,2,2.5,125.5,201.4,36.9
Late Luteal,6.5,3,3,2,1,1.5,67.1,11.7,50.8
Follicular,6.8,3,3,3,1,1.2,22.7,0.1,58.4
Early Luteal,6.3,3,3,4,2,1.7,158.6,197.8,48.2
Follicular,7.1,5,5,4,1,0.9,114.8,137.5,73.4
Late Luteal,6.0,2,2,2,2,2.0,39.3,27.7,30.6
Early Luteal,7.9,4,3,3,2,0.1,185.5,178.1,62.2
Follicular,7.1,4,4,5,2,0.9,219.9,240.7,58.1
Late Luteal,5.4,2,1,2,4,2.6,547.4,639.1,3.1
Menstrual,6.3,3,2,2,2,1.7,247.6,134.0,37.1
Early Luteal,6.8,3,3,2,1,1.2,122.2,97.2,53.0
Follicular,7.4,5,4,4,2,0.6,87.8,107.0,71.8
Menstrual,6.3,2,3,3,2,1.7,199.1,241.4,31.2
Follicular,5.9,3,3,3,2,2.1,73.0,173.0,40.3
Early Luteal,6.1,4,3,3,4,1.9,623.9,643.0,25.2
Early Luteal,8.1,4,3,4,2,0.0,192.3,103.8,64.1
Late Luteal,4.8,2,2,3,2,3.2,139.4,149.9,22.7
Late Luteal,6.4,3,3,2,2,1.6,278.7,374.9,39.2
Follicular,7.4,5,3,3,2,0.6,193.3,45.5,64.6
Menstrual,7.0,3,3,3,2,1.0,115.4,178.2,50.9
Early Luteal,7.3,5,4,4,2,0.7,94.2,120.8,67.1
Follicular,8.2,5,5,4,2,0.0,152.7,134.3,77.9
Follicular,8.6,5,5,4,2,0.0,102.4,0.0,79.7
Menstrual,7.2,4,3,3,2,0.8,193.8,141.0,57.1
Early Luteal,6.4,3,3,3,3,1.6,364.2,334.3,41.0
Late Luteal,7.5,4,3,2,2,0.5,223.5,144.9,55.8
Ovulation,7.6,5,4,4,2,0.4,149.7,49.7,72.4
Early Luteal,6.8,2,1,1,4,1.2,748.9,749.5,16.2
Late Luteal,6.5,3,2,2,2,1.5,186.8,278.8,34.2
Ovulation,7.5,5,5,5,2,0.5,367.6,377.9,68.5
Ovulation,6.1,2,4,3,1,1.9,26.2,65.6,47.2
Late Luteal,7.1,3,3,2,2,0.9,151.8,143.4,48.4
Follicular,6.9,3,4,3,2,1.1,185.9,184.8,49.9
Menstrual,6.4,2,2,1,2,1.6,214.7,175.5,29.5
Early Luteal,7.0,3,3,4,3,1.0,381.8,411.7,34.9
Follicular,7.2,4,3,4,2,0.8,253.7,237.7,54.2
Follicular,7.3,5,5,4,1,0.7,153.5,123.1,73.6
Late Luteal,7.5,4,4,3,2,0.5,313.3,290.0,48.6
Follicular,6.9,3,4,4,1,1.1,51.6,118.6,62.3
Follicular,6.5,4,4,4,2,1.5,253.6,336.0,54.0
Follicular,7.9,3,4,4,4,0.1,505.5,319.7,39.3
Early Luteal,7.3,4,3,3,1,0.7,101.1,0.1,66.0
Menstrual,9.3,4,3,4,3,0.0,295.9,313.5,52.8
Early Luteal,6.6,4,4,4,1,1.4,90.3,7.8,62.8
Follicular,7.1,5,3,4,2,0.9,25.0,95.3,70.5
Follicular,7.7,3,3,4,3,0.3,448.5,526.9,46.7
Ovulation,5.1,3,3,4,2,2.9,124.3,135.1,41.3
Follicular,6.1,4,3,3,2,1.9,79.7,45.4,48.7
Menstrual,4.5,1,1,1,4,3.5,759.8,856.5,0.0
Follicular,5.7,3,3,3,2,2.3,74.5,59.4,36.4
Early Luteal,5.5,3,2,3,1,2.5,48.6,148.6,45.0
Early Luteal,8.4,3,3,3,5,0.0,800.0,714.1,28.0
Follicular,6.1,4,4,4,2,1.9,124.2,0.0,44.9
Late Luteal,6.7,1,2,1,2,1.3,138.2,152.3,29.4
Menstrual,7.8,4,3,2,2,0.2,115.3,38.7,61.5
Ovulation,4.4,1,2,3,1,3.6,159.4,116.8,22.9
Follicular,6.7,4,4,4,2,1.3,247.4,296.0,49.0
Follicular,6.1,4,4,4,1,1.9,49.5,35.2,58.4
Ovulation,7.7,3,4,4,1,0.3,76.1,91.3,66.0
Follicular,7.4,4,4,4,1,0.6,105.0,22.9,68.3
Follicular,7.5,4,4,4,4,0.5,550.1,499.3,44.7
Ovulation,7.5,5,4,5,1,0.5,55.5,0.0,80.9
Follicular,6.9,3,3,3,2,1.1,169.6,189.6,47.3
Follicular,6.1,5,4,4,3,1.9,245.9,220.3,52.0
Follicular,7.1,5,5,4,2,0.9,147.3,138.0,68.4
Early Luteal,8.7,5,4,4,3,0.0,336.5,233.4,72.5
Early Luteal,7.7,4,2,3,3,0.3,435.2,349.8,50.4
Follicular,7.0,4,3,3,2,1.0,216.5,316.5,60.0
Late Luteal,8.4,3,2,2,3,0.0,400.8,457.5,44.7
Late Luteal,5.8,4,2,2,4,2.2,452.1,481.7,19.9
Early Luteal,7.2,3,4,4,1,0.8,111.5,103.1,63.4
Early Luteal,7.6,3,3,3,4,0.4,576.4,672.7,34.8
Menstrual,6.2,3,2,2,2,1.8,161.7,58.8,39.3
Late Luteal,7.0,3,2,2,1,1.0,21.8,93.9,49.7
Follicular,8.4,4,4,4,3,0.0,326.4,297.4,62.2
Follicular,8.4,4,4,4,1,0.0,52.7,138.9,73.8
Menstrual,5.9,2,2,2,2,2.1,131.8,3.5,32.4
Ovulation,6.0,3,4,3,1,2.0,69.4,0.0,52.2
Follicular,5.9,2,3,3,1,2.1,104.7,152.2,41.4
Follicular,8.3,3,3,4,3,0.0,389.6,466.2,48.6
Follicular,6.7,4,3,2,2,1.3,326.9,277.9,50.8
Late Luteal,7.3,3,2,3,1,0.7,29.3,0.0,55.2
Late Luteal,7.9,3,2,3,2,0.1,113.1,116.4,59.2
Late Luteal,6.3,2,2,2,1,1.7,57.1,145.8,40.0
Follicular,8.0,5,3,4,3,0.0,493.9,506.2,55.3
Ovulation,7.5,5,5,5,1,0.5,31.3,39.9,75.5
Follicular,5.9,4,3,3,5,2.1,800.0,800.0,18.7
Early Luteal,7.0,3,3,4,2,1.0,162.1,127.7,47.0
Early Luteal,6.4,3,3,3,2,1.6,333.7,387.9,42.8
Follicular,9.5,5,5,5,1,0.0,124.2,99.2,88.1
Follicular,7.7,4,3,4,3,0.3,417.6,496.0,55.9
Menstrual,7.7,3,3,4,2,0.3,226.6,248.9,52.0
Menstrual,5.6,3,3,3,2,2.4,292.5,373.9,31.1
Menstrual,6.6,3,2,2,1,1.4,75.2,64.2,43.2
Early Luteal,7.4,4,4,4,2,0.6,178.9,42.4,62.7
Early Luteal,8.1,4,3,3,2,0.0,212.7,216.1,55.6
Early Luteal,7.6,4,2,3,3,0.4,371.9,462.2,49.8
Follicular,6.9,3,3,3,4,1.1,516.0,606.2,32.3
Late Luteal,4.9,1,1,1,3,3.1,310.6,183.7,1.8
Early Luteal,7.3,4,3,3,2,0.7,219.9,200.5,56.8
Follicular,6.9,2,3,2,2,1.1,203.7,104.1,41.4
Early Luteal,6.1,4,2,3,3,1.9,372.8,407.9,37.5
Follicular,6.9,3,3,4,5,1.1,721.7,729.6,24.4
Follicular,6.0,4,3,4,2,2.0,201.8,288.8,46.6
Menstrual,4.5,2,3,3,1,3.5,105.4,24.4,25.5
Late Luteal,7.1,3,3,2,3,0.9,453.4,532.5,38.7
Follicular,6.0,3,4,4,1,2.0,135.8,230.0,51.2
Menstrual,5.6,3,1,1,4,2.4,562.8,599.4,11.0
Menstrual,7.1,3,4,4,1,0.9,72.2,125.8,59.2
Follicular,7.7,4,4,4,3,0.3,452.4,464.6,51.0
Late Luteal,5.4,2,2,2,2,2.6,113.8,111.6,25.3
Follicular,6.9,4,4,4,2,1.1,86.9,102.5,61.2
Follicular,7.5,5,3,3,4,0.5,540.9,593.8,49.3
Menstrual,8.1,4,3,4,3,0.0,332.7,354.9,54.8
Follicular,8.1,4,5,5,2,0.0,186.1,237.4,71.2
Ovulation,8.4,4,3,4,1,0.0,47.0,105.5,75.8
Menstrual,4.9,1,1,1,3,3.1,335.6,358.7,8.1
Menstrual,5.2,2,2,2,4,2.8,416.3,303.7,3.1
Menstrual,7.7,5,4,4,2,0.3,240.9,250.6,60.2
Early Luteal,8.0,4,3,3,2,0.0,173.5,273.5,53.8
Late Luteal,6.2,2,1,1,3,1.8,520.5,469.3,13.1
Early Luteal,5.1,4,4,4,1,2.9,50.9,60.8,48.0
Early Luteal,6.6,3,3,3,2,1.4,204.5,109.9,45.8
Ovulation,7.1,4,3,3,3,0.9,441.7,323.2,41.5
Late Luteal,8.3,4,2,3,3,0.0,332.6,431.7,51.6
Late Luteal,6.7,4,3,3,4,1.3,566.1,614.4,35.7
Ovulation,8.4,4,4,5,2,0.0,190.4,290.4,72.0
Follicular,5.8,2,3,3,1,2.2,26.1,0.0,42.7
Late Luteal,6.4,2,2,1,2,1.6,169.7,210.6,33.5
Follicular,7.8,4,3,3,3,0.2,490.1,588.9,51.2
Early Luteal,7.7,4,3,3,2,0.3,80.0,156.7,62.8
Late Luteal,7.0,2,2,3,2,1.0,158.5,44.5,43.2
Menstrual,5.7,2,2,1,2,2.3,105.0,46.5,31.8
Menstrual,4.6,2,1,2,2,3.4,274.7,177.2,15.9
Late Luteal,7.9,4,3,3,1,0.1,131.4,144.6,63.7
Follicular,9.4,4,5,4,1,0.0,140.3,107.3,80.3
Late Luteal,6.7,3,2,2,3,1.3,326.2,363.2,34.9
Early Luteal,6.9,3,4,3,1,1.1,123.1,62.3,56.8
Late Luteal,7.7,4,3,2,2,0.3,125.7,225.7,55.5
Menstrual,5.8,2,2,3,2,2.2,184.8,258.2,31.4
Late Luteal,6.9,2,2,2,3,1.1,363.0,463.0,29.5
Early Luteal,7.9,5,4,4,3,0.1,429.8,483.5,58.0
Ovulation,6.5,2,3,4,2,1.5,287.9,387.9,43.6
Ovulation,6.2,4,4,5,2,1.8,135.0,157.5,55.4
Early Luteal,6.9,3,3,3,3,1.1,445.4,365.7,38.9
Menstrual,6.2,3,2,3,1,1.8,138.7,71.7,41.3
Follicular,7.5,5,4,4,3,0.5,436.1,436.2,58.4
Follicular,8.5,4,5,5,1,0.0,57.2,156.2,70.4
Early Luteal,7.4,4,4,3,1,0.6,10.8,0.0,65.1
Ovulation,7.7,4,5,5,2,0.3,97.1,171.9,70.4
Follicular,6.5,4,3,4,3,1.5,307.4,233.3,45.6
Early Luteal,7.9,3,3,3,3,0.1,316.3,199.7,48.1
Ovulation,7.0,3,4,5,2,1.0,209.5,198.4,54.4
Menstrual,6.1,3,1,2,4,1.9,551.8,651.8,22.5
Early Luteal,8.5,4,4,4,1,0.0,81.0,76.1,74.4
Follicular,5.6,3,3,3,1,2.4,147.9,232.0,45.5
Menstrual,8.0,3,3,2,2,0.0,245.2,345.2,52.2
Follicular,7.6,4,4,4,2,0.4,118.6,149.9,65.0
Late Luteal,7.2,3,2,2,4,0.8,454.1,469.0,32.4
Menstrual,7.0,3,3,2,2,1.0,113.9,173.6,44.0
Follicular,6.3,3,3,4,2,1.7,59.3,27.8,45.9
Late Luteal,7.2,5,3,3,2,0.8,257.7,223.0,63.9
Early Luteal,8.6,4,4,3,1,0.0,31.4,131.4,76.5
Follicular,3.6,2,2,2,4,4.4,494.2,498.1,0.0
Menstrual,5.0,1,2,2,3,3.0,321.7,176.4,8.4
Follicular,6.6,4,5,4,1,1.4,15.2,0.0,61.3
Early Luteal,6.7,3,3,3,1,1.3,16.1,49.6,56.4
Follicular,7.4,4,4,4,3,0.6,436.5,383.3,53.4
Late Luteal,5.9,2,2,2,3,2.1,236.0,325.4,21.6
Follicular,6.8,3,3,3,5,1.2,800.0,833.8,22.0
Late Luteal,5.3,2,1,1,2,2.7,249.6,288.4,23.1
Late Luteal,7.5,3,4,2,2,0.5,113.9,69.7,50.6
Late Luteal,6.2,3,2,3,3,1.8,339.2,249.3,25.0
Follicular,6.6,4,3,3,3,1.4,330.1,391.6,49.0
Late Luteal,6.6,2,3,2,2,1.4,88.8,162.1,38.2
Late Luteal,7.1,4,4,3,2,0.9,348.3,177.2,53.4
Menstrual,7.1,3,2,1,2,0.9,180.5,161.9,41.2
Follicular,5.1,3,3,3,2,2.9,279.4,260.5,35.6
Early Luteal,6.5,4,3,3,2,1.5,127.7,43.8,55.4
Early Luteal,5.9,4,3,3,2,2.1,281.1,370.8,38.7
Follicular,8.6,5,4,3,2,0.0,89.2,38.9,75.5
Ovulation,8.7,5,4,4,2,0.0,153.3,253.3,80.1
Menstrual,8.3,4,3,3,4,0.0,611.4,700.2,43.7
Early Luteal,5.9,3,3,3,3,2.1,392.8,358.0,36.1
Follicular,6.8,2,3,2,3,1.2,354.9,389.3,37.3
Menstrual,7.1,4,3,2,2,0.9,92.1,134.9,52.2
Menstrual,6.7,2,3,3,1,1.3,22.4,33.3,42.9
Menstrual,5.2,2,2,1,2,2.8,130.6,69.1,22.6
Late Luteal,8.8,4,3,3,2,0.0,114.6,159.1,61.3
Early Luteal,5.5,3,3,3,1,2.5,69.7,169.7,44.5
Follicular,6.6,4,3,4,2,1.4,282.5,277.4,55.1
Late Luteal,7.6,4,3,2,3,0.4,455.9,434.4,47.0
Menstrual,5.6,3,3,4,2,2.4,127.1,0.0,34.9
Late Luteal,4.7,2,2,2,4,3.3,554.6,544.6,8.1
Early Luteal,7.3,3,3,2,2,0.7,231.5,185.9,46.2
Late Luteal,5.5,3,3,3,2,2.5,125.4,181.1,32.2
Ovulation,5.1,2,2,3,2,2.9,191.0,145.1,29.2
Early Luteal,6.4,3,3,3,3,1.6,455.7,297.1,41.6
Early Luteal,6.6,3,3,4,3,1.4,352.2,416.2,37.5
Late Luteal,6.8,2,2,2,2,1.2,278.3,378.3,31.9
Late Luteal,7.7,3,2,2,3,0.3,447.0,541.1,44.4
Early Luteal,6.5,3,3,2,1,1.5,259.2,128.0,49.0
Menstrual,7.3,4,2,2,2,0.7,287.6,279.1,47.1
Follicular,6.3,3,3,3,4,1.7,548.2,564.4,31.2
Follicular,8.4,5,4,3,2,0.0,266.9,242.8,71.6
Late Luteal,5.3,3,2,1,4,2.7,494.7,441.5,13.2
Late Luteal,7.1,4,3,2,2,0.9,197.4,83.4,51.4
Late Luteal,4.8,1,1,2,2,3.2,147.8,210.9,11.1
Follicular,8.6,5,4,4,2,0.0,206.0,297.3,76.3
Late Luteal,7.0,2,1,2,4,1.0,626.9,569.0,15.1
Follicular,7.0,4,4,3,2,1.0,137.7,77.5,57.5
Follicular,6.7,3,4,3,1,1.3,132.0,44.2,58.1
Menstrual,8.0,3,3,3,1,0.0,14.5,38.4,62.3
Menstrual,7.1,4,3,2,2,0.9,215.5,120.1,47.3
Late Luteal,8.3,3,3,2,2,0.0,287.7,352.7,46.0
Follicular,8.5,4,5,4,2,0.0,128.4,188.3,73.3
Late Luteal,7.4,5,3,3,3,0.6,347.6,368.3,53.9
Ovulation,7.5,4,4,4,2,0.5,189.1,85.8,65.5
Follicular,7.5,3,4,4,1,0.5,127.4,64.5,61.9
Menstrual,6.9,3,4,3,2,1.1,192.5,50.4,46.5
Late Luteal,6.6,2,3,2,2,1.4,140.6,160.2,34.2
Menstrual,8.8,5,3,2,2,0.0,31.9,54.6,73.1
Follicular,7.2,4,4,4,3,0.8,500.0,439.3,49.6
Menstrual,5.3,2,3,2,2,2.7,178.2,95.8,23.9
Early Luteal,7.4,5,4,4,2,0.6,220.4,305.9,70.1
Follicular,7.7,5,3,3,3,0.3,411.3,352.7,60.9
Follicular,7.0,3,4,4,5,1.0,649.8,491.3,31.6
Menstrual,7.0,2,2,2,1,1.0,4.6,0.0,48.7
Menstrual,7.2,4,3,3,3,0.8,331.5,360.6,44.9
Follicular,7.6,3,2,4,2,0.4,161.7,168.8,51.6
Menstrual,8.9,4,3,3,2,0.0,101.7,0.0,66.9
Menstrual,7.4,4,3,3,1,0.6,61.0,74.3,63.2
Late Luteal,7.3,4,2,3,3,0.7,304.8,346.4,42.2
Late Luteal,6.1,1,2,2,2,1.9,141.4,103.4,26.2
Ovulation,6.5,2,3,3,1,1.5,28.0,119.6,49.5
Early Luteal,8.2,4,4,4,1,0.0,2.7,0.0,79.5
Follicular,8.6,4,3,4,2,0.0,73.9,173.9,62.9
Late Luteal,6.3,2,2,2,1,1.7,86.0,66.8,39.6
Ovulation,6.7,3,3,4,3,1.3,273.3,320.2,45.4
Ovulation,7.6,4,3,3,3,0.4,330.4,237.9,54.5
Ovulation,7.9,4,4,4,3,0.1,292.6,252.0,56.5
Follicular,7.3,4,4,4,3,0.7,502.3,528.2,48.9
Ovulation,8.2,4,4,4,2,0.0,123.2,192.1,72.5
Menstrual,8.8,4,2,2,2,0.0,25.1,62.2,62.5
Ovulation,7.2,4,3,4,4,0.8,577.4,451.5,41.7
Early Luteal,5.7,4,3,3,2,2.3,258.8,358.8,46.2
Early Luteal,7.3,4,4,3,1,0.7,104.7,204.7,65.6
Late Luteal,6.1,2,2,1,3,1.9,312.9,338.5,22.0
Early Luteal,7.0,3,3,3,3,1.0,346.9,406.7,38.5
Follicular,5.8,2,3,4,2,2.2,229.6,100.0,32.4
Late Luteal,9.0,3,2,3,3,0.0,313.0,370.7,47.7
Follicular,7.4,4,3,3,4,0.6,660.6,733.2,43.8
Follicular,7.3,4,4,4,2,0.7,81.1,82.4,61.1
Early Luteal,5.7,2,3,2,3,2.3,249.9,349.9,26.4
Ovulation,9.4,5,4,5,2,0.0,90.4,190.4,80.9
Early Luteal,6.5,4,3,3,4,1.5,491.9,591.9,30.1
Early Luteal,5.4,3,2,2,2,2.6,67.2,148.8,38.8
Follicular,6.5,4,4,4,2,1.5,212.3,218.5,52.7
Ovulation,5.7,3,3,4,2,2.3,154.5,156.4,39.2
Menstrual,5.3,1,2,1,3,2.7,422.1,451.4,4.8
Menstrual,6.2,4,2,2,2,1.8,39.2,0.0,51.1
Follicular,8.0,4,4,5,1,0.0,113.5,91.7,73.8
Follicular,8.1,4,3,4,1,0.0,42.3,0.0,76.3
Follicular,7.9,4,4,3,1,0.1,45.8,0.0,76.2
Late Luteal,5.2,3,3,2,1,2.8,118.3,218.3,43.2
Ovulation,7.2,5,4,5,1,0.8,81.4,62.6,75.6
Late Luteal,6.0,3,2,3,2,2.0,240.7,322.2,36.2
Follicular,4.4,1,3,3,2,3.6,80.8,180.8,19.1
Follicular,8.6,4,3,4,3,0.0,303.5,225.6,57.8
Follicular,7.1,5,3,3,2,0.9,199.7,299.7,58.8
Follicular,6.8,2,2,3,2,1.2,174.1,260.6,47.8
Late Luteal,6.0,3,2,2,2,2.0,167.0,89.5,35.1
Ovulation,5.7,4,3,4,3,2.3,390.3,447.1,41.2
Early Luteal,7.5,5,3,4,2,0.5,43.4,0.0,69.6
Early Luteal,6.1,3,3,2,2,1.9,280.6,252.4,40.5
Early Luteal,6.1,4,4,4,3,1.9,408.4,347.2,40.3
Early Luteal,8.5,3,3,3,5,0.0,704.1,738.2,31.8
Menstrual,7.3,4,2,2,2,0.7,267.2,276.3,46.4
Late Luteal,6.6,3,3,2,3,1.4,451.9,394.3,30.0
Early Luteal,5.5,4,3,3,1,2.5,44.0,0.0,50.2
Follicular,8.6,5,4,4,3,0.0,388.9,407.5,64.4
Follicular,5.7,3,3,3,1,2.3,57.3,100.3,48.8
Ovulation,7.3,4,3,3,2,0.7,131.2,88.9,65.0
Early Luteal,6.9,3,2,4,2,1.1,177.9,272.3,49.0
Follicular,6.8,3,3,3,2,1.2,110.1,50.0,48.8
Ovulation,8.4,4,4,4,1,0.0,39.6,77.6,75.4
Late Luteal,7.2,4,2,3,2,0.8,32.0,59.7,58.0
Early Luteal,8.3,3,3,3,2,0.0,127.2,67.5,61.2
Follicular,6.0,3,3,3,2,2.0,205.4,138.4,41.8
Follicular,8.1,4,4,3,2,0.0,20.1,31.0,68.2
Late Luteal,6.1,3,2,1,4,1.9,593.6,685.4,13.2
Follicular,6.2,2,3,4,2,1.8,243.2,254.3,40.3
Ovulation,7.8,4,4,5,1,0.2,70.5,13.3,74.5
Follicular,7.2,5,4,4,2,0.8,105.7,190.4,68.0
Early Luteal,8.8,5,4,3,3,0.0,345.1,380.0,70.5
Early Luteal,7.9,3,3,3,2,0.1,118.0,145.4,61.7
Late Luteal,7.3,4,3,3,1,0.7,143.7,243.7,62.4
Early Luteal,6.2,4,3,3,3,1.8,219.3,269.4,47.0
Early Luteal,5.2,2,2,2,1,2.8,64.6,0.0,32.6
Ovulation,6.4,4,3,4,2,1.6,157.8,168.7,52.6
Late Luteal,6.7,3,2,3,4,1.3,559.0,659.0,25.6
Late Luteal,6.4,4,3,3,3,1.6,438.8,352.0,40.1
Follicular,6.1,4,3,4,2,1.9,206.4,207.6,45.5
Ovulation,7.1,3,4,5,1,0.9,86.5,105.2,68.9
Early Luteal,7.5,4,3,3,3,0.5,320.7,382.9,50.5
Follicular,6.3,3,2,2,2,1.7,239.5,224.7,43.5
Late Luteal,6.2,3,4,2,1,1.8,102.3,125.0,47.2
Follicular,7.7,4,4,3,1,0.3,70.4,128.6,73.6
Follicular,6.5,4,3,5,1,1.5,54.5,0.0,55.6
Early Luteal,8.5,5,3,4,3,0.0,339.2,279.1,63.6
Ovulation,7.6,4,5,5,2,0.4,263.3,192.2,64.3
Late Luteal,7.0,2,2,1,4,1.0,720.8,666.5,13.9
Ovulation,5.3,2,2,3,4,2.7,491.1,475.1,18.2
Follicular,7.4,5,5,5,1,0.6,73.8,173.8,76.2
